department,budget_type,project,budget
보건복지부,일반회계,1차의료 활성화,730
보건복지부,일반회계,가정양육수당 지원사업,1101768
보건복지부,일반회계,가정위탁지원,1232
보건복지부,일반회계,가정입양지원,4390
보건복지부,일반회계,감염병관리,9042
보건복지부,일반회계,감염병표준 실험실관리,2868
보건복지부,일반회계,건강보험 지원,5579227
보건복지부,일반회계,건강생활실천지원,375
보건복지부,일반회계,검역관리,5478
보건복지부,일반회계,검역소 기본경비,2580
보건복지부,일반회계,검역소인건비,17853
보건복지부,일반회계,공공보건의료지원,900
보건복지부,일반회계,공무원사립학교교직원 국가부담금,646402
보건복지부,일반회계,공적연금연계제도운영,97
보건복지부,일반회계,국립암센터운영,54086
보건복지부,일반회계,국민연금제도운영,61
보건복지부,일반회계,국제적십자사위원회지원,352
보건복지부,일반회계,국제협력관리,36959
보건복지부,일반회계,글로벌헬스케어 육성,13925
보건복지부,일반회계,기초생활급여,4056350
보건복지부,일반회계,기후변화적응건강관리,500
보건복지부,일반회계,긴급복지,101304
보건복지부,일반회계,노숙인등 지원,32624
보건복지부,일반회계,노인관련기관지원,50583
보건복지부,일반회계,노인돌봄서비스,132647
보건복지부,일반회계,노인복지지원,7582629
보건복지부,일반회계,노인요양시설확충,32471
보건복지부,일반회계,노인일자리지원,344247
보건복지부,일반회계,노인장기요양보험지원,597164
보건복지부,일반회계,드림스타트 지원,65783
보건복지부,일반회계,만성질환관리체계 및 기반구축,3190
보건복지부,일반회계,망향의동산 기본경비,333
보건복지부,일반회계,방과후활동지원,137717
보건복지부,일반회계,보건관련 전산운영경비,87
보건복지부,일반회계,보건복지인력개발,12215
보건복지부,일반회계,보건복지정보보호,2753
보건복지부,일반회계,보건복지콜센터,6757
보건복지부,일반회계,보건복지행정정보화,2628
보건복지부,일반회계,보건복지행정지원,2299
보건복지부,일반회계,보건산업정책,640
보건복지부,일반회계,보건산업진흥,61858
보건복지부,일반회계,보건의료기술 평가연구,11821
보건복지부,일반회계,보건의료연구개발,103885
보건복지부,일반회계,보건의료정보표준화,507
보건복지부,일반회계,복지사업평가,5229
보건복지부,일반회계,본부 기본경비,10214
보건복지부,일반회계,본부 인건비,143577
보건복지부,일반회계,본부전산운영경비,1122
보건복지부,일반회계,사회복무제도 운영,47500
보건복지부,일반회계,사회복지사업지원,15015
보건복지부,일반회계,사회복지전달체계,170099
보건복지부,일반회계,사회복지정보화,690
보건복지부,일반회계,생명윤리기반구축,263
보건복지부,일반회계,생명윤리및안전정책,3253
보건복지부,일반회계,소록도병원 기본경비,1690
보건복지부,일반회계,소록도병원 인건비,9993
보건복지부,일반회계,소록도병원 지원,7502
보건복지부,일반회계,실종예방 등 아동안전 증진,992
보건복지부,일반회계,아동ㆍ청소년 정책연구 및 통계조사,425
보건복지부,일반회계,아동ㆍ청소년 참여.인권증진,494
보건복지부,일반회계,아동발달지원계좌 지원,10747
보건복지부,일반회계,아동시설지원,1021
보건복지부,일반회계,양로시설 운영지원,31990
보건복지부,일반회계,어린이집 관리,26461
보건복지부,일반회계,어린이집 기능보강,40233
보건복지부,일반회계,어린이집 운영지원,496945
보건복지부,일반회계,어린이집 지원,221707
보건복지부,일반회계,영유아보육료지원,3056880
보건복지부,일반회계,영주귀국 사할린한인 지원,6628
보건복지부,일반회계,예수원금상환,188
보건복지부,일반회계,예수이자상환,10
보건복지부,일반회계,오송생명과학단지지원센터 기본경비,145
보건복지부,일반회계,오송생명과학단지지원센터 운영,27577
보건복지부,일반회계,오송생명과학단지지원센터 인건비,4287
보건복지부,일반회계,원폭피해자지원,5283
보건복지부,일반회계,의료급여,4533905
보건복지부,일반회계,의료기관 평가 및 정책지원,8127
보건복지부,일반회계,의료분쟁 조정 및 중재,10557
보건복지부,일반회계,의료인력 양성,8938
보건복지부,일반회계,의료취약지 지원,5909
보건복지부,일반회계,의사상자예우,3219
보건복지부,일반회계,의약품관리종합정보센터구축운영,913
보건복지부,일반회계,일반회계 전출금,227390
보건복지부,일반회계,자활지원,448075
보건복지부,일반회계,장기 및 인체조직 기증 활성화 지원,16847
보건복지부,일반회계,장사시설,28971
보건복지부,일반회계,장애인권익증진 및 자립생활 지원,6375
보건복지부,일반회계,장애인단체지원,12978
보건복지부,일반회계,장애인복지시설확충,465076
보건복지부,일반회계,장애인사회참여 기반조성,4673
보건복지부,일반회계,장애인선택적복지,549594
보건복지부,일반회계,장애인소득보장,719535
보건복지부,일반회계,장애인일자리지원,66203
보건복지부,일반회계,장애인자립자금융자,800
보건복지부,일반회계,장애인직업재활지원,2320
보건복지부,일반회계,재산담보부 생계비 융자,802
보건복지부,일반회계,저출산고령사회정책개발관리,9883
보건복지부,일반회계,저출산대응인구정책,6011
보건복지부,일반회계,정신보건시설기능보강,83246
보건복지부,일반회계,정책연구개발,831
보건복지부,일반회계,제대혈 공공관리,2414
보건복지부,일반회계,중증장애인직업재활 지원,18322
보건복지부,일반회계,지방대병원 특화육성,2482
보건복지부,일반회계,지방의료원 등 육성,69120
보건복지부,일반회계,지역자율형 사회서비스 투자사업,10400
보건복지부,일반회계,질병관리본부 기본경비,1599
보건복지부,일반회계,질병관리본부 수입대체경비,400
보건복지부,일반회계,질병관리본부 인건비,18994
보건복지부,일반회계,질병관리본부정보화,6458
보건복지부,일반회계,질병관리연구,22998
보건복지부,일반회계,질병연구기획관리,2423
보건복지부,일반회계,질병연구인프라구축,2571
보건복지부,일반회계,질병연구자원활용기반구축,2314
보건복지부,일반회계,첨단의료복합단지 육성지원,7400
보건복지부,일반회계,취약계층의료비지원,315285
보건복지부,일반회계,치과의료체계화,2192
보건복지부,일반회계,통합의료서비스 육성,14607
보건복지부,일반회계,한국보건산업진흥원 지원,21831
보건복지부,일반회계,한센병관리,10622
보건복지부,일반회계,한센인피해사건진상조사및생활지원,6459
보건복지부,일반회계,한의약 세계화 및 홍보,4655
보건복지부,일반회계,한의약산업지원,9546
보건복지부,일반회계,한의약연구 및 기술개발,7490
보건복지부,일반회계,회계간 전출,135174
보건복지부,농어촌구조개선특별회계,농어촌의료서비스 개선,47203
보건복지부,농어촌구조개선특별회계,저소득장애인지원(농특),1516
보건복지부,지역발전특별회계,지역자율형 사회서비스 투자사업,213564
보건복지부,지역발전특별회계,첨단의료복합단지조성,58472
보건복지부,국립공주병원,감가상각비(국립공주병원),1
보건복지부,국립공주병원,공무원연금부담금(국립공주병원),666
보건복지부,국립공주병원,공주병원 기본경비(임상연구),93
보건복지부,국립공주병원,공주병원 기본경비(자본),94
보건복지부,국립공주병원,공주병원기본경비(손익),1437
보건복지부,국립공주병원,공주병원정보화사업(자본),55
보건복지부,국립공주병원,국립공주병원 운영(손익),2880
보건복지부,국립공주병원,국립공주병원 운영(자본),1983
보건복지부,국립공주병원,국립공주병원인건비,7362
보건복지부,국립공주병원,당기순이익(국립공주병원),1
보건복지부,국립나주병원,감가상각비(국립나주병원),1
보건복지부,국립나주병원,공무원연금부담금(국립나주병원),1073
보건복지부,국립나주병원,나주병원 기본경비(손익),1660
보건복지부,국립나주병원,나주병원 기본경비(임상연구),81
보건복지부,국립나주병원,나주병원기본경비(자본),286
보건복지부,국립나주병원,나주병원운영(손익),4084
보건복지부,국립나주병원,나주병원운영(자본),1417
보건복지부,국립나주병원,나주병원인건비,10663
보건복지부,국립나주병원,나주병원정보화사업(손익),64
보건복지부,국립나주병원,나주병원정보화사업(자본),95
보건복지부,국립나주병원,당기순이익(국립나주병원),1
보건복지부,국립마산병원,감가상각비(국립마산병원),1
보건복지부,국립마산병원,공무원연금부담금(국립마산병원),573
보건복지부,국립마산병원,국립마산병원 운영(손익),2177
보건복지부,국립마산병원,국립마산병원 운영(자본),704
보건복지부,국립마산병원,국립마산병원 정보화사업(손익),80
보건복지부,국립마산병원,국립마산병원 정보화사업(자본),57
보건복지부,국립마산병원,당기순이익(국립마산병원),1
보건복지부,국립마산병원,마산병원 기본경비(손익),1380
보건복지부,국립마산병원,마산병원 기본경비(임상연구),94
보건복지부,국립마산병원,마산병원 기본경비(자본),294
보건복지부,국립마산병원,마산병원 인건비,5685
보건복지부,국립목포병원,감가상각비(국립목포병원),1
보건복지부,국립목포병원,공무원연금부담금(국립목포병원),437
보건복지부,국립목포병원,국립목포병원 운영(손익),1684
보건복지부,국립목포병원,국립목포병원 운영(자본),1354
보건복지부,국립목포병원,국립목포병원 정보화사업(손익),81
보건복지부,국립목포병원,국립목포병원 정보화사업(자본),60
보건복지부,국립목포병원,당기순이익(국립목포병원),1
보건복지부,국립목포병원,목포병원 기본경비(손익),967
보건복지부,국립목포병원,목포병원 기본경비(임상연구),67
보건복지부,국립목포병원,목포병원 기본경비(자본),121
보건복지부,국립목포병원,목포병원 인건비,4389
보건복지부,국립부곡병원,감가상각비(국립부곡병원),1
보건복지부,국립부곡병원,공무원연금부담금(국립부곡병원),927
보건복지부,국립부곡병원,당기순이익(국립부곡병원),1
보건복지부,국립부곡병원,부곡병원 기본경비(임상연구),83
보건복지부,국립부곡병원,부곡병원 운영(손익),3640
보건복지부,국립부곡병원,부곡병원 운영(자본),685
보건복지부,국립부곡병원,부곡병원기본경비(손익),1551
보건복지부,국립부곡병원,부곡병원기본경비(자본),171
보건복지부,국립부곡병원,부곡병원인건비,9385
보건복지부,국립부곡병원,부곡병원정보화사업(자본),37
보건복지부,국립서울병원,감가상각비(국립서울병원),1
보건복지부,국립서울병원,공무원연금부담금(국립서울병원),2737
보건복지부,국립서울병원,국립서울병원 정보화사업,290
보건복지부,국립서울병원,당기순이익(국립서울병원),1
보건복지부,국립서울병원,서울병원 기본경비(임상연구),195
보건복지부,국립서울병원,서울병원기본경비(손익),2869
보건복지부,국립서울병원,서울병원기본경비(자본),256
보건복지부,국립서울병원,서울병원운영(손익),8396
보건복지부,국립서울병원,서울병원운영(자본),39326
보건복지부,국립서울병원,서울병원인건비,18330
보건복지부,국립재활원,감가상각비(국립재활원),1
보건복지부,국립재활원,공무원연금부담금(국립재활원),1808
보건복지부,국립재활원,국립재활연구소운영 및 재활연구(손익),3895
보건복지부,국립재활원,국립재활원 운영(손익),9359
보건복지부,국립재활원,국립재활원 운영(자본),1111
보건복지부,국립재활원,국립재활원 정보화,679
보건복지부,국립재활원,당기순이익(국립재활원),1
보건복지부,국립재활원,재활원 기본경비(손익),3704
보건복지부,국립재활원,재활원 기본경비(임상연구),126
보건복지부,국립재활원,재활원 기본경비(자본),30
보건복지부,국립재활원,재활원 수입대체경비(손익),669
보건복지부,국립재활원,재활원 인건비,17484
보건복지부,국립춘천병원,감가상각비(국립춘천병원),1
보건복지부,국립춘천병원,공무원연금부담금(국립춘천병원),643
보건복지부,국립춘천병원,당기순이익(국립춘천병원),1
보건복지부,국립춘천병원,춘천병원 기본경비(임상연구),53
보건복지부,국립춘천병원,춘천병원 운영(손익),2627
보건복지부,국립춘천병원,춘천병원 운영(자본),938
보건복지부,국립춘천병원,춘천병원기본경비(손익),1377
보건복지부,국립춘천병원,춘천병원기본경비(자본),168
보건복지부,국립춘천병원,춘천병원인건비,6666
보건복지부,국립춘천병원,춘천병원정보화사업(자본),33
산림청,일반회계,Golden Seed프로젝트,1100
산림청,일반회계,국가산림통계(일반),11167
산림청,일반회계,국립산림과학원 기본경비(일반),2468
산림청,일반회계,국립산림과학원 인건비(일반),17151
산림청,일반회계,국립산림품종관리센터 기본경비,584
산림청,일반회계,국립수목원 기본경비(일반),896
산림청,일반회계,국유재산 및 산지관리(일반),77191
산림청,일반회계,국제산림협력(일반),18033
산림청,일반회계,목재생산기반조성(일반),4947
산림청,일반회계,본청 기본경비(일반),11280
산림청,일반회계,본청 인건비(총액인건비)(일반),22601
산림청,일반회계,산림경영기반구축(일반),3401
산림청,일반회계,산림과학기술개발(일반),56771
산림청,일반회계,산림과학기술정보화(정보화)(일반),527
산림청,일반회계,산림교육원 기본경비(일반),786
산림청,일반회계,산림복지서비스증진(일반),40796
산림청,일반회계,산림복지시설 조성 및 운영(일반),84223
산림청,일반회계,산림생물다양성증진(일반),14936
산림청,일반회계,산림생물종연구(일반),12562
산림청,일반회계,산림생태보전(일반),20896
산림청,일반회계,산림자원정보화(일반),8153
산림청,일반회계,산림재해방지(일반),393943
산림청,일반회계,산림품종관리 및 묘목생산(일반),16285
산림청,일반회계,산림항공본부 기본경비(일반),1849
산림청,일반회계,산림행정지원(일반),6016
산림청,일반회계,산림헬기 운영,43295
산림청,일반회계,생활림조성관리,4649
산림청,일반회계,소속기관 인건비(총액인건비)(일반),31279
산림청,일반회계,지방산림청 기본경비(일반),8932
산림청,일반회계,지방산림청 인건비(총액인건비)(일반),39634
산림청,일반회계,탄소배출권 기반조성(일반),4181
산림청,일반회계,한국임업진흥원 지원,18534
산림청,일반회계,회계간 전출(농특)(일반),558293
산림청,일반회계,회계간 전출(책특)(일반),28382
산림청,농어촌구조개선특별회계,산림병해충방제(농특),98697
산림청,농어촌구조개선특별회계,산림자원협력(농특),5980
산림청,농어촌구조개선특별회계,임업기술연구개발(농특),17668
산림청,농어촌구조개선특별회계,임업생산 및 목재활용증진(농특),27016
산림청,농어촌구조개선특별회계,임업인육성(농특),60222
산림청,농어촌구조개선특별회계,임업통계조사(농특),3625
산림청,농어촌구조개선특별회계,청정임산물이용증진(농특),50065
산림청,농어촌구조개선특별회계,탄소흡수원확충(농특),330347
산림청,농어촌구조개선특별회계,회계간 전출(농특),147281
산림청,지역발전특별회계,"산림경영자원육성(지특,경제)",56941
산림청,지역발전특별회계,"산림경영자원육성(지특,생활)",116938
산림청,지역발전특별회계,"산림경영자원육성(지특,세종)",683
산림청,지역발전특별회계,"산림경영자원육성(지특,제주)",2325
산림청,지역발전특별회계,"산림휴양녹색공간조성(지특,경제)",3362
산림청,지역발전특별회계,"산림휴양녹색공간조성(지특,생활)",146713
산림청,지역발전특별회계,"산림휴양녹색공간조성(지특,제주)",3570
산림청,국립자연휴양림관리소,"감가상각비(책특,손익)",1
산림청,국립자연휴양림관리소,"건강보험부담금(책특,손익)",319
산림청,국립자연휴양림관리소,"공무원연금부담금(책특,손익)",850
산림청,국립자연휴양림관리소,"국립자연휴양림관리소 인건비(책특,손익)",9873
산림청,국립자연휴양림관리소,"국립자연휴양림조성관리(책특,손익)",14102
산림청,국립자연휴양림관리소,"국립자연휴양림조성관리(책특,자본)",19896
산림청,국립자연휴양림관리소,"기본경비(책특,손익)",951
산림청,국립자연휴양림관리소,"기본경비(책특,자본)",16
산림청,국립자연휴양림관리소,"당기순이익(책특,손익)",1
산업통상자원부,일반회계,3D산업경쟁력강화,5044
산업통상자원부,일반회계,R&D관리기관지원,29848
산업통상자원부,일반회계,개발기술의실용화,2248
산업통상자원부,일반회계,공공기술개발,87289
산업통상자원부,일반회계,공동시설관리수입대체경비,639
산업통상자원부,일반회계,국가기술표준원정책수립운영,3472
산업통상자원부,일반회계,국가표준혁신및국제협력,4814
산업통상자원부,일반회계,국제납아연연구분담금,29
산업통상자원부,일반회계,국제인증제도기반구축,1968
산업통상자원부,일반회계,국제협력(일반회계),62630
산업통상자원부,일반회계,국제환경규제사전대응기반구축,995
산업통상자원부,일반회계,글로벌전문기술(일반회계),249212
산업통상자원부,일반회계,기계산업서비스화지원,5200
산업통상자원부,일반회계,기술개발기반구축(일반회계),162663
산업통상자원부,일반회계,기술인재공급및활용지원,21011
산업통상자원부,일반회계,기술표준정보화체계구축,676
산업통상자원부,일반회계,기술확산지원,26661
산업통상자원부,일반회계,기업입지환경개선,48287
산업통상자원부,일반회계,남북교역투자활성화,200
산업통상자원부,일반회계,녹색기술인증활성화,1328
산업통상자원부,일반회계,다자간통상협력지원,2797
산업통상자원부,일반회계,대중소기업동반성장,3950
산업통상자원부,일반회계,대중소생산성혁신파트너십지원,896
산업통상자원부,일반회계,대한무역투자진흥공사,268245
산업통상자원부,일반회계,대한상사중재원지원,1100
산업통상자원부,일반회계,로봇산업진흥,47490
산업통상자원부,일반회계,무역구제지원,1397
산업통상자원부,일반회계,무역금융지원,70000
산업통상자원부,일반회계,무역기술장벽대응기반강화,3119
산업통상자원부,일반회계,무역인력양성,2936
산업통상자원부,일반회계,미래산업선도기술개발사업,65733
산업통상자원부,일반회계,바이오분야국제협약이행,2464
산업통상자원부,일반회계,방산물자교역지원센터운영,615
산업통상자원부,일반회계,변화관리능력개발,400
산업통상자원부,일반회계,본부기본경비,14414
산업통상자원부,일반회계,본부인건비,69956
산업통상자원부,일반회계,본부정책수립운영,4802
산업통상자원부,일반회계,부품소재산업경쟁력향상,341390
산업통상자원부,일반회계,사업화연계기술개발,60934
산업통상자원부,일반회계,사이버안전센터구축운영,531
산업통상자원부,일반회계,산업경쟁력분석,672
산업통상자원부,일반회계,산업기술시험원,950
산업통상자원부,일반회계,산업기술유출방지및보호,1109
산업통상자원부,일반회계,산업기술저변확충및보호기반구축,368
산업통상자원부,일반회계,산업융합진흥,25692
산업통상자원부,일반회계,산업통상자원행정정보시스템구축,2877
산업통상자원부,일반회계,생산성향상지원,10648
산업통상자원부,일반회계,섬유패션생활용품산업육성,39484
산업통상자원부,일반회계,소속기관기본경비,6567
산업통상자원부,일반회계,소속기관기타행정지원,3628
산업통상자원부,일반회계,소속기관인건비,28840
산업통상자원부,일반회계,신산업융합핵심기술,260846
산업통상자원부,일반회계,신산업표준개발,6678
산업통상자원부,일반회계,양자간통상협력지원,15186
산업통상자원부,일반회계,유통물류기반조성(일반),1478
산업통상자원부,일반회계,의료기기국제경쟁력강화,16500
산업통상자원부,일반회계,인력양성(일반회계),69867
산업통상자원부,일반회계,자원생산성기반구축,900
산업통상자원부,일반회계,자유무역지역조성,49604
산업통상자원부,일반회계,자유무역협정체결,5975
산업통상자원부,일반회계,전략물자수출입통제기반구축,4785
산업통상자원부,일반회계,전시사업지원,6794
산업통상자원부,일반회계,정보화및정책지원(일반회계),5755
산업통상자원부,일반회계,제품안전관리기반조성,6523
산업통상자원부,일반회계,주력산업국제협력,200
산업통상자원부,일반회계,주력산업융합핵심기술,283841
산업통상자원부,일반회계,중소기업화학물질관리기반구축,1425
산업통상자원부,일반회계,지식서비스산업육성,3063
산업통상자원부,일반회계,지역발전위원회운영,2763
산업통상자원부,일반회계,첨단금형산업육성,8500
산업통상자원부,일반회계,통상분쟁대응,1000
산업통상자원부,일반회계,통상전략연구및교육훈련,202
산업통상자원부,일반회계,통상협정국내대책추진,10292
산업통상자원부,일반회계,통합무역정보서비스기반구축,1563
산업통상자원부,일반회계,표준교육및이행확산,285
산업통상자원부,일반회계,표준화및인증(일반회계),50805
산업통상자원부,일반회계,한국디자인진흥원,11295
산업통상자원부,일반회계,해외투자지원,2460
산업통상자원부,일반회계,해외플랜트시장개척,5164
산업통상자원부,일반회계,회계기금간거래,141411
산업통상자원부,에너지및자원사업특별회계,가스수급안정,9815
산업통상자원부,에너지및자원사업특별회계,가스안전관리,68198
산업통상자원부,에너지및자원사업특별회계,가스안전관리융자,20900
산업통상자원부,에너지및자원사업특별회계,광물자원개발,7452
산업통상자원부,에너지및자원사업특별회계,광물자원개발융자,143750
산업통상자원부,에너지및자원사업특별회계,광산물비축,39311
산업통상자원부,에너지및자원사업특별회계,광산지역진흥,186275
산업통상자원부,에너지및자원사업특별회계,광산지역진흥융자,2000
산업통상자원부,에너지및자원사업특별회계,국내외유전개발,57000
산업통상자원부,에너지및자원사업특별회계,국제협력,8350
산업통상자원부,에너지및자원사업특별회계,기반구축,12487
산업통상자원부,에너지및자원사업특별회계,기술정책,2767
산업통상자원부,에너지및자원사업특별회계,기후변화협약대응,16034
산업통상자원부,에너지및자원사업특별회계,대한석탄공사지원,40350
산업통상자원부,에너지및자원사업특별회계,도시가스공급,75000
산업통상자원부,에너지및자원사업특별회계,석유가스품질관리,12791
산업통상자원부,에너지및자원사업특별회계,석유비축,58926
산업통상자원부,에너지및자원사업특별회계,석유안정공급,6327
산업통상자원부,에너지및자원사업특별회계,석탄수급안정,216628
산업통상자원부,에너지및자원사업특별회계,에너지공급기술,49218
산업통상자원부,에너지및자원사업특별회계,에너지관리공단지원,47961
산업통상자원부,에너지및자원사업특별회계,에너지및자원사업특별회계운용,1227
산업통상자원부,에너지및자원사업특별회계,에너지바우처,105800
산업통상자원부,에너지및자원사업특별회계,에너지수요기술,189223
산업통상자원부,에너지및자원사업특별회계,에너지이용합리화,118684
산업통상자원부,에너지및자원사업특별회계,에너지이용효율향상(융자),500000
산업통상자원부,에너지및자원사업특별회계,에너지자원국제협력,1792
산업통상자원부,에너지및자원사업특별회계,에너지자원정책지원,6973
산업통상자원부,에너지및자원사업특별회계,인력양성,16881
산업통상자원부,에너지및자원사업특별회계,일반광육성,19115
산업통상자원부,에너지및자원사업특별회계,타계정전출금,466564
산업통상자원부,에너지및자원사업특별회계,한국광물자원공사지원,151200
산업통상자원부,에너지및자원사업특별회계,회계기금간거래,2539967
산업통상자원부,지역발전특별회계,경제자유구역지원,69452
산업통상자원부,지역발전특별회계,광역경제권거점기관지원,396394
산업통상자원부,지역발전특별회계,광역경제권산업경쟁력강화,527989
산업통상자원부,지역발전특별회계,광역경제권투자유치활성화,125765
산업통상자원부,지역발전특별회계,외국인투자유치활성화,88202
산업통상자원부,지역발전특별회계,외국인투자유치활성화(제주),750
산업통상자원부,지역발전특별회계,지역생활권발전협의체운영,3070
산업통상자원부,지역발전특별회계,지역특성화산업육성,87291
산업통상자원부,지역발전특별회계,지역특화산업육성지원,340
새만금개발청,일반회계,기본경비,2962
새만금개발청,일반회계,새만금개발사업지원,43223
새만금개발청,일반회계,새만금개발청 운영,3512
새만금개발청,일반회계,인건비,7938
새만금개발청,지역발전특별회계,새만금개발사업지원,10646
소방방재청,일반회계,국가재난관리정보시스템구축(정보화),4978
소방방재청,일반회계,국민재난안전의식개선,1048
소방방재청,일반회계,민방위사태대응능력강화,10408
소방방재청,일반회계,방재교육운영,1357
소방방재청,일반회계,방재인프라조성,3550
소방방재청,일반회계,본부기본경비,6980
소방방재청,일반회계,본부인건비,27626
소방방재청,일반회계,소방교육강화,4174
소방방재청,일반회계,소방방재역량강화,2181
소방방재청,일반회계,소방보조인력운영,18796
소방방재청,일반회계,소방시설장비지원,122010
소방방재청,일반회계,소방정보시스템구축(정보화),5829
소방방재청,일반회계,소방제도기술선진화,683
소방방재청,일반회계,소속기관기본경비,4907
소방방재청,일반회계,소속기관인건비,19294
소방방재청,일반회계,자율소방안전관리강화,2444
소방방재청,일반회계,재난안전기술개발,36411
소방방재청,일반회계,재난예방안전관리강화,2248
소방방재청,일반회계,재난행정정보화(정보화),129
소방방재청,일반회계,재해경감활성화,21133
소방방재청,일반회계,재해대책예비비,30480
소방방재청,일반회계,재해위험ㆍ취약지역정비,473553
소방방재청,일반회계,중앙119구조본부역량강화,37240
소방방재청,일반회계,통합지휘무선통신망운영(정보화),2836
소방방재청,지역발전특별회계,119시설장비현대화(제주),722
소방방재청,지역발전특별회계,소하천정비,234480
소방방재청,지역발전특별회계,재해위험지역정비,4227
식품의약품안전처,일반회계,건강한 식생활 환경조성,5625
식품의약품안전처,일반회계,농축수산 안전관리 강화,9781
식품의약품안전처,일반회계,바이오생약 안전기반 구축,6339
식품의약품안전처,일반회계,본부 기본경비,7851
식품의약품안전처,일반회계,시험검사 신뢰성 확보,15396
식품의약품안전처,일반회계,식의약안전평가원 기본경비,1766
식품의약품안전처,일반회계,식의약품 안전 연구개발,76159
식품의약품안전처,일반회계,식의약품 안전지원,9077
식품의약품안전처,일반회계,식의약품 정보화,13304
식품의약품안전처,일반회계,식의약품 정책 연구개발,869
식품의약품안전처,일반회계,식품 등 기준규격 설정 평가,3152
식품의약품안전처,일반회계,식품 안전관리 강화,6898
식품의약품안전처,일반회계,식품 안전기반 구축,18341
식품의약품안전처,일반회계,위해예방 체계 구축,1899
식품의약품안전처,일반회계,의료기기 안전관리 강화,1874
식품의약품안전처,일반회계,의료기기 안전기반 구축,5415
식품의약품안전처,일반회계,의약품 공급기반 확충,4658
식품의약품안전처,일반회계,의약품 안전관리 강화,3408
식품의약품안전처,일반회계,의약품 안전기반 구축,10930
식품의약품안전처,일반회계,인건비,108205
식품의약품안전처,일반회계,인허가 심사 선진화,7514
식품의약품안전처,일반회계,지방청 기본경비,4487
식품의약품안전처,일반회계,지방청 운영지원,3859
식품의약품안전처,일반회계,집단급식소 위생강화,37856
식품의약품안전처,일반회계,창의행정 활성화,921
식품의약품안전처,일반회계,허가심사 안전성 제고,8654
식품의약품안전처,농어촌구조개선특별회계,농축수산 안전관리 강화,16019
식품의약품안전처,지역발전특별회계,식의약품 안전관리 강화,4732
안전행정부,일반회계,2ㆍ28민주운동지원,200
안전행정부,일반회계,강제동원진상규명,27714
안전행정부,일반회계,개인정보보호강화,11941
안전행정부,일반회계,고용휴직제도운영,15862
안전행정부,일반회계,고위공무원단제도운영,1877
안전행정부,일반회계,공공데이터개방및이용활성화지원(정보화),19856
안전행정부,일반회계,공공서비스신기술적용촉진(정보화),7397
안전행정부,일반회계,공무원교육훈련,47978
안전행정부,일반회계,공무원단체및노사관계운영,484
안전행정부,일반회계,공무원통근버스운행,12847
안전행정부,일반회계,공무원후생복지지원,1990
안전행정부,일반회계,공직선거관리및지방의회역량강화,643
안전행정부,일반회계,공직윤리종합정보시스템운영(정보화),1362
안전행정부,일반회계,과거사관련업무지원단운영,11783
안전행정부,일반회계,과표양성화를위한시가표준액조사,1498
안전행정부,일반회계,과학수사감정기법연구개발,4809
안전행정부,일반회계,과학수사연구원기본경비,3451
안전행정부,일반회계,과학수사연구원인건비,21560
안전행정부,일반회계,과학수사정보화(정보화),601
안전행정부,일반회계,과학적수사활동지원,15253
안전행정부,일반회계,광주민주인권평화사업지원,2429
안전행정부,일반회계,교육과정운영,4282
안전행정부,일반회계,교육운영지원,3076
안전행정부,일반회계,국가시험시행,10614
안전행정부,일반회계,국가안전정책수립및시행,1696
안전행정부,일반회계,국가의정관리,16054
안전행정부,일반회계,국가인재데이터베이스내실화,236
안전행정부,일반회계,국민대통합위원회운영,8455
안전행정부,일반회계,국민생활안전체계구축,3199
안전행정부,일반회계,국제사회전자정부선도국가위상강화(정보화),1717
안전행정부,일반회계,국제행정발전지원,461
안전행정부,일반회계,기록관리인프라구축,707
안전행정부,일반회계,기록관리정보화(정보화),4958
안전행정부,일반회계,기록관리정책및교육,1046
안전행정부,일반회계,기록물보전시설관리,6984
안전행정부,일반회계,기록물보존기술연구,900
안전행정부,일반회계,기록물효율적관리,10040
안전행정부,일반회계,기록정보서비스,1698
안전행정부,일반회계,기반정보관련전산망운영(정보화),418
안전행정부,일반회계,대민서비스기반확충,2438
안전행정부,일반회계,대통령기록관리,25962
안전행정부,일반회계,도로교통사고예방,172
안전행정부,일반회계,도로명주소사업추진,5720
안전행정부,일반회계,미래전자정부추진(정보화),3461
안전행정부,일반회계,민원처리개선(정보화),5963
안전행정부,일반회계,민주화관련자명예회복,3710
안전행정부,일반회계,민주화운동기념사업회지원,5858
안전행정부,일반회계,보통교부세,32168685
안전행정부,일반회계,본부기본경비,18951
안전행정부,일반회계,본부인건비,133972
안전행정부,일반회계,부내행정지원,1134
안전행정부,일반회계,부동산교부세,1410400
안전행정부,일반회계,부산민주항쟁기념사업,238
안전행정부,일반회계,비상대비정보화(정보화),2107
안전행정부,일반회계,비상대비훈련,913
안전행정부,일반회계,비상시동원능력강화,925
안전행정부,일반회계,비영리민간단체지원,10500
안전행정부,일반회계,사이버교육센터및전산운영(정보화),2489
안전행정부,일반회계,새마을금고지원,93
안전행정부,일반회계,새마을운동지원,8191
안전행정부,일반회계,생활공감정책추진,400
안전행정부,일반회계,서해5도종합발전지원,6767
안전행정부,일반회계,성숙하고따뜻한사회구현,2197
안전행정부,일반회계,소방안전교부세,314080
안전행정부,일반회계,소속기관기본경비,15059
안전행정부,일반회계,소속기관인건비,100086
